,CustomerID,recency,frequency,monetary
72,12434.0,85,4,765.19
73,12435.0,80,2,7829.89
74,12436.0,100,1,509.01
75,12437.0,2,19,4896.66
76,12438.0,14,2,2906.85
77,12441.0,367,1,173.55
78,12442.0,3,1,172.06
79,12444.0,21,5,5005.46
80,12445.0,22,1,133.4
81,12446.0,58,1,1002.3100000000001
82,12447.0,243,1,476.49
83,12448.0,44,1,449.45
84,12449.0,22,4,4067.29
85,12450.0,156,2,197.88
86,12451.0,11,6,8933.52
87,12452.0,17,3,428.57
88,12453.0,134,1,707.09
89,12454.0,53,2,5.684341886080802e-14
90,12455.0,73,6,2466.86
91,12456.0,44,4,3153.89
92,12457.0,58,11,1917.78
93,12458.0,71,2,947.4
94,12461.0,94,2,826.88
95,12462.0,2,4,1124.01
96,12463.0,46,7,1303.63
97,12464.0,10,8,1212.05
98,12465.0,8,3,733.89
99,12468.0,143,3,724.0400000000001
100,12471.0,2,49,18740.92
101,12472.0,31,13,6229.48
102,12473.0,29,9,2848.23
103,12474.0,17,30,7116.47
104,12475.0,54,1,723.38
105,12476.0,1,20,6546.58
106,12477.0,23,9,13117.01
107,12478.0,4,1,680.99
108,12479.0,4,3,477.3
109,12480.0,28,4,3281.63
110,12481.0,23,11,5590.86
111,12483.0,17,13,2327.13
112,12484.0,33,8,4495.27
113,12488.0,10,3,1298.66
114,12489.0,336,1,334.93
115,12490.0,5,10,5417.93
116,12491.0,39,1,460.40000000000003
117,12492.0,63,2,263.21000000000004
118,12493.0,166,3,416.79
119,12494.0,10,12,1139.3500000000001
120,12497.0,82,1,1043.1
121,12498.0,21,3,403.70000000000005
122,12500.0,23,13,4206.27
123,12501.0,315,2,2089.68
124,12502.0,96,5,3723.87
125,12503.0,338,1,-1126.0
126,12504.0,18,4,114.0
127,12505.0,301,1,-4.5
128,12506.0,233,1,73.5
129,12507.0,134,4,1258.06
130,12508.0,26,2,398.27
131,12509.0,284,1,176.5
132,12510.0,143,2,982.5699999999999
133,12512.0,66,2,138.03
134,12513.0,85,2,586.79
135,12514.0,267,1,1017.68
136,12515.0,353,1,383.7
137,12516.0,78,2,1312.06
138,12517.0,28,6,2464.89
139,12518.0,1,5,2056.89
140,12519.0,64,1,340.84
141,12520.0,79,6,2582.51
142,12521.0,143,1,599.68
143,12522.0,39,2,192.72
144,12523.0,2,13,1745.57
145,12524.0,9,8,4485.72
146,12526.0,1,3,1316.66
147,12527.0,82,3,348.71000000000004
148,12528.0,9,8,1922.28
149,12530.0,60,5,1623.63
150,12531.0,15,1,125.22
151,12532.0,30,1,349.83000000000004
152,12534.0,131,1,1089.18
153,12535.0,92,2,716.35
154,12536.0,8,5,4106.82
155,12538.0,29,1,363.95
156,12539.0,22,5,3852.5
157,12540.0,20,19,13309.039999999999
158,12541.0,30,3,981.18
159,12544.0,30,2,355.7
160,12545.0,75,2,1000.39
161,12546.0,47,3,1141.5
162,12547.0,198,2,207.79999999999998
163,12548.0,166,1,95.19999999999999
164,12550.0,79,1,964.83
165,12551.0,358,1,168.0
166,12552.0,39,2,437.82
167,12553.0,8,14,3652.25
168,12556.0,50,2,603.71
169,12557.0,16,5,11990.960000000001
170,12558.0,2,2,1.0658141036401503e-14
171,12559.0,311,3,536.21
172,12560.0,5,4,2101.39
173,12561.0,303,1,238.85
174,12562.0,8,7,3781.7400000000002
175,12564.0,261,1,456.9
176,12565.0,282,2,131.17
177,12566.0,73,2,346.7
178,12567.0,23,11,9114.94
179,12569.0,2,33,4064.9900000000002
180,12571.0,40,2,519.61
181,12572.0,9,3,1004.72
182,12573.0,227,1,160.54000000000002
183,12574.0,316,1,218.45
184,12576.0,36,6,1306.98
185,12577.0,35,4,595.4
186,12578.0,21,4,2753.36
187,12579.0,73,3,410.72
188,12580.0,247,1,415.7
189,12581.0,40,1,197.71
190,12582.0,239,2,511.36
191,12583.0,3,18,7187.34
192,12584.0,4,18,1893.95
193,12585.0,234,4,1982.81
194,12586.0,17,2,179.94000000000003
195,12587.0,8,1,144.0
196,12588.0,39,1,214.89999999999998
197,12589.0,29,2,646.68
198,12590.0,190,3,9861.38
199,12591.0,317,1,452.84999999999997
200,12592.0,92,2,437.6
201,12593.0,109,3,418.09999999999997
202,12594.0,38,11,3320.2200000000003
203,12596.0,51,2,618.27
204,12597.0,19,5,3683.13
205,12598.0,10,9,3002.68
206,12599.0,29,7,1032.58
207,12600.0,29,11,2581.04
208,12601.0,190,6,569.5600000000001
209,12602.0,59,1,153.12
210,12603.0,22,1,739.1999999999999
211,12604.0,79,2,254.18
212,12605.0,365,1,-7.5
213,12607.0,58,2,3.552713678800501e-15
214,12609.0,78,3,1126.85
215,12610.0,23,7,2057.99
216,12611.0,52,1,1193.32
217,12612.0,58,2,643.59
218,12613.0,31,6,3218.98
219,12614.0,278,1,315.6
220,12615.0,2,4,2291.19
221,12616.0,85,5,657.25
222,12617.0,29,1,355.53
223,12618.0,22,1,177.31
224,12619.0,16,13,3214.81
225,12620.0,15,3,1339.41
226,12621.0,2,23,13612.07
227,12622.0,232,1,180.1
228,12623.0,276,1,305.1
229,12624.0,106,2,641.13
230,12625.0,212,3,2614.32
231,12626.0,23,13,6388.35
232,12627.0,11,7,4478.53
233,12628.0,4,4,769.61
234,12630.0,10,2,1270.88
235,12631.0,57,1,640.5
236,12633.0,59,5,2140.63
237,12635.0,90,2,1689.18
238,12637.0,67,11,5953.25
239,12638.0,33,1,671.69
240,12639.0,239,1,486.1
241,12640.0,24,3,1174.58
242,12641.0,115,1,185.9
243,12642.0,25,3,1013.26
244,12643.0,128,6,3344.64
245,12644.0,130,1,477.91
246,12645.0,34,5,1755.38
247,12646.0,5,2,1346.97
248,12647.0,22,13,3669.92
249,12648.0,155,1,318.05
250,12649.0,107,4,603.71
251,12650.0,3,1,314.44
252,12651.0,335,1,114.0
253,12652.0,322,2,914.53
254,12653.0,149,2,2209.85
255,12654.0,11,5,601.98
256,12656.0,17,8,3982.72
257,12657.0,11,5,1152.06
258,12658.0,19,1,686.05
259,12659.0,30,1,91.68
260,12660.0,11,1,245.1
261,12662.0,1,12,3817.08
262,12664.0,8,10,4863.88
263,12665.0,325,2,61.75
264,12666.0,359,1,-227.44
265,12667.0,58,1,620.13
266,12668.0,7,6,3743.18
267,12669.0,151,4,1607.73
268,12670.0,10,6,2986.15
269,12672.0,330,1,225.89999999999998
270,12673.0,5,2,610.52
271,12674.0,12,7,1919.31
272,12676.0,25,6,1331.39
273,12678.0,42,13,17588.26
274,12679.0,52,9,1058.67
275,12680.0,1,4,862.81
276,12681.0,15,27,13677.59
277,12682.0,4,31,12288.22
278,12683.0,4,20,8221.09
279,12684.0,8,7,2283.63
280,12685.0,28,6,2863.08
281,12686.0,372,1,89.14
282,12688.0,114,1,4873.8099999999995
283,12689.0,26,2,1247.61
284,12690.0,206,1,389.01
285,12691.0,28,6,1035.8
286,12693.0,121,6,830.96
287,12694.0,70,2,869.67
288,12695.0,7,4,582.1
289,12697.0,21,5,939.02
290,12700.0,8,6,4867.99
291,12701.0,80,2,797.71
292,12702.0,20,1,219.0
293,12703.0,64,2,274.7
294,12704.0,7,10,2220.84
295,12705.0,15,14,6814.24
296,12707.0,292,1,603.42
297,12708.0,30,16,2616.32
298,12709.0,3,26,9294.1
299,12710.0,97,4,1130.57
300,12712.0,23,17,4241.63
301,12713.0,1,1,848.55
302,12714.0,9,5,4708.86
303,12715.0,106,1,353.86
304,12716.0,4,2,1053.49
305,12717.0,151,3,980.98
306,12718.0,71,1,238.25
307,12719.0,5,3,608.1
308,12720.0,3,29,5713.28
309,12721.0,32,7,2628.98
310,12722.0,85,6,904.33
311,12723.0,4,5,725.07
312,12724.0,5,4,1031.41
313,12725.0,371,1,427.8
314,12726.0,28,7,2609.1
315,12727.0,11,9,3947.7
316,12728.0,71,4,836.33
317,12729.0,114,1,453.01
318,12731.0,24,14,18793.41
319,12732.0,180,1,236.26000000000002
320,12733.0,234,1,383.95
321,12734.0,353,1,110.39999999999999
322,12735.0,315,2,779.5699999999999
323,12736.0,333,1,234.0
324,12738.0,372,1,155.35
325,12739.0,78,2,1013.04
326,12740.0,64,1,427.6
327,12743.0,134,2,546.43
328,12744.0,52,10,9120.39
329,12747.0,2,11,4196.01
330,12748.0,1,225,29072.1
331,12749.0,4,8,3868.2
332,12750.0,129,1,275.88
333,12752.0,81,1,4366.78
334,12753.0,4,11,21024.01
335,12754.0,236,6,2949.12
336,12755.0,250,4,2203.2
337,12756.0,87,1,112.07999999999998
338,12757.0,16,19,4227.7
339,12758.0,117,2,2791.59
340,12759.0,52,3,1531.44
341,12762.0,8,2,1898.52
342,12763.0,138,2,494.08
343,12764.0,317,1,1693.88
344,12766.0,4,7,6989.63
345,12769.0,239,1,1143.6
346,12770.0,211,1,1351.45
347,12772.0,60,1,892.47
348,12775.0,17,6,1351.24
349,12778.0,20,7,804.23
350,12779.0,21,12,3868.7
351,12781.0,21,5,707.72
352,12782.0,5,6,2273.32
353,12783.0,2,8,1603.87
354,12784.0,9,2,574.42
355,12785.0,3,2,305.71
356,12787.0,10,3,463.66
357,12789.0,65,1,91.85
358,12790.0,192,1,324.92
359,12791.0,374,1,192.60000000000002
360,12792.0,257,1,400.53999999999996
361,12793.0,335,2,545.48
362,12794.0,53,2,860.41
363,12795.0,19,1,430.48
364,12797.0,360,3,194.18
365,12798.0,10,3,6977.04
366,12802.0,184,2,412.58
367,12808.0,37,3,483.65000000000003
368,12809.0,168,2,484.36
369,12811.0,261,3,514.85
370,12812.0,45,1,229.64000000000001
371,12814.0,102,1,125.92
372,12815.0,148,2,1063.46
373,12816.0,96,2,572.2
374,12817.0,281,1,166.04
375,12818.0,178,2,1517.88
376,12820.0,3,4,942.34
377,12821.0,214,1,92.72
378,12822.0,71,3,918.98
379,12823.0,75,5,1759.5
380,12824.0,60,1,397.12
381,12826.0,3,8,1468.1200000000001
382,12827.0,6,3,430.15000000000003
383,12828.0,3,6,1018.71
384,12829.0,322,3,253.05
385,12830.0,38,7,6748.4
386,12831.0,262,1,215.05
387,12832.0,32,2,383.03
388,12833.0,145,1,417.38
389,12834.0,283,1,312.38
390,12836.0,59,5,2612.86
391,12837.0,173,1,134.1
392,12838.0,34,2,683.13
393,12839.0,3,16,5583.62
394,12840.0,144,6,2714.27
395,12841.0,5,25,3876.4
396,12842.0,70,2,1118.99
397,12843.0,66,9,1680.76
398,12844.0,29,2,325.96000000000004
399,12845.0,267,4,354.09
400,12847.0,22,1,871.54
401,12849.0,31,2,1050.8899999999999
402,12851.0,97,1,135.18
403,12852.0,290,2,299.75
404,12853.0,108,9,1881.7
405,12854.0,79,5,1289.15
406,12855.0,373,1,38.1
407,12856.0,8,8,2162.68
408,12857.0,211,2,1106.4
409,12863.0,52,2,504.2
410,12864.0,138,1,147.12
411,12865.0,26,3,1548.07
412,12866.0,283,1,559.12
413,12867.0,26,10,3986.22
414,12868.0,186,6,1607.0600000000002
415,12870.0,366,1,-14.899999999999999
416,12871.0,84,2,380.64
417,12872.0,327,2,599.97
418,12873.0,282,1,374.0
419,12875.0,143,2,343.2300000000001
420,12876.0,58,2,2218.02
421,12877.0,4,12,1535.77
422,12878.0,18,3,841.64
423,12879.0,45,4,552.5699999999999
424,12881.0,276,1,298.0
425,12882.0,9,2,1463.04
426,12883.0,25,4,703.47
427,12884.0,88,1,309.05
428,12885.0,63,4,1158.27
429,12886.0,68,3,1351.09
430,12888.0,214,4,313.77
431,12890.0,24,1,380.46999999999997
432,12891.0,186,3,331.0
433,12893.0,31,1,188.14
434,12895.0,42,3,347.3
435,12897.0,205,2,216.5
436,12901.0,9,36,16293.1
437,12902.0,265,1,138.68
438,12904.0,18,2,509.58
439,12906.0,12,4,2919.81
440,12908.0,59,4,246.0
441,12909.0,40,8,2128.83
442,12910.0,23,8,3075.04
443,12912.0,3,5,1662.3
444,12913.0,5,5,2483.63
445,12915.0,149,2,363.65
446,12916.0,139,5,2982.35
447,12917.0,128,1,594.0
448,12919.0,8,8,1301.44
449,12920.0,17,1,164.23
450,12921.0,4,49,16389.74
451,12922.0,161,1,405.38
452,12923.0,64,1,176.97
453,12924.0,88,5,929.95
454,12925.0,5,2,694.05
455,12928.0,35,5,2062.7000000000003
456,12929.0,122,2,105.1
457,12930.0,78,4,409.9
458,12931.0,22,20,33462.81
459,12933.0,24,4,606.28
460,12935.0,2,8,2156.45
461,12936.0,17,5,1012.9
462,12937.0,15,4,1504.27
463,12938.0,26,1,114.14
464,12939.0,64,8,11581.8
465,12940.0,46,4,876.29
466,12942.0,131,3,683.9
467,12943.0,301,1,-3.75
468,12944.0,36,2,604.51
469,12945.0,288,1,462.95
470,12947.0,144,11,1407.29
471,12948.0,16,8,2053.7
472,12949.0,31,10,4143.02
473,12950.0,2,3,1843.0
474,12951.0,9,8,1042.07
475,12952.0,6,5,1382.8400000000001
476,12953.0,10,1,329.85
477,12955.0,1,14,4734.26
478,12956.0,306,1,108.07
479,12957.0,4,12,3979.04
480,12962.0,7,2,266.39
481,12963.0,8,9,1841.03
482,12965.0,89,1,771.91
483,12966.0,10,1,160.18
484,12967.0,3,4,1194.75
485,12968.0,112,1,135.95
486,12970.0,7,4,452.24
487,12971.0,4,86,10930.26
488,12974.0,198,1,144.8
489,12976.0,212,1,738.6
490,12977.0,156,1,39.239999999999995
491,12980.0,156,12,7092.06
492,12981.0,30,2,372.21999999999997
493,12982.0,240,2,377.2
494,12984.0,19,1,97.5
495,12985.0,1,3,1215.6200000000001
496,12987.0,74,3,545.0
497,12988.0,292,1,535.32
498,12989.0,3,19,6854.51
499,12990.0,31,3,409.5
500,12991.0,23,2,503.76
501,12993.0,23,4,414.76
502,12994.0,4,5,902.22
503,12995.0,78,2,200.72
504,12997.0,22,7,1197.94
505,12999.0,196,3,455.88
506,13000.0,107,3,534.85
507,13001.0,4,14,9797.92
508,13002.0,318,1,120.94999999999999
509,13003.0,106,3,149.05
510,13004.0,12,22,5613.43
511,13005.0,174,3,468.95
512,13006.0,56,1,81.57
513,13008.0,323,2,178.46999999999997
514,13011.0,372,1,50.550000000000004
515,13012.0,9,11,1311.6200000000001
516,13013.0,1,15,4786.99
517,13014.0,3,16,3365.43
518,13015.0,53,5,3346.28
519,13016.0,73,3,789.89
520,13017.0,7,1,204.0
521,13018.0,16,27,7272.75
522,13021.0,4,12,2584.4
523,13023.0,64,2,689.9
524,13026.0,1,8,936.15
525,13027.0,114,6,6912.0
526,13028.0,23,3,659.68
527,13029.0,31,3,1247.5
528,13030.0,11,2,799.48
529,13032.0,39,3,996.52
530,13033.0,357,1,190.55
531,13034.0,55,2,642.77
532,13035.0,58,3,886.63
533,13037.0,138,3,881.07
534,13038.0,80,3,908.46
535,13040.0,9,2,676.99
536,13043.0,254,2,471.57
537,13044.0,291,1,560.47
538,13045.0,99,1,305.28000000000003
539,13046.0,31,2,629.31
540,13047.0,32,17,3079.1
541,13048.0,14,5,1805.91
542,13049.0,64,2,656.6800000000001
543,13050.0,9,28,5684.61
544,13052.0,212,1,348.15000000000003
545,13055.0,64,4,1201.96
546,13058.0,25,3,271.40000000000003
547,13059.0,250,1,183.4
548,13060.0,254,1,307.53
549,13061.0,72,1,248.61
550,13062.0,191,1,346.98
551,13064.0,13,4,1119.49
552,13065.0,373,1,205.86
553,13066.0,24,3,430.9
554,13067.0,82,1,115.46000000000001
555,13068.0,10,2,344.0
556,13069.0,1,26,3717.82
557,13070.0,192,1,228.8
558,13072.0,267,1,177.15
559,13075.0,130,1,919.61
560,13077.0,1,4,729.27
561,13078.0,1,43,12432.28
562,13079.0,4,5,220.10000000000002
563,13080.0,179,1,58.08
564,13081.0,1,21,27964.48
565,13082.0,126,10,3595.48
566,13083.0,4,2,303.75
567,13085.0,158,3,272.38
568,13089.0,3,114,57385.88
569,13090.0,9,18,8689.39
570,13091.0,21,2,319.82
571,13092.0,71,6,459.83
572,13093.0,267,12,7741.47
573,13094.0,21,16,1708.8600000000001
574,13095.0,71,1,74.39999999999999
575,13097.0,33,14,5893.32
576,13098.0,1,41,28658.88
577,13099.0,99,1,207.35999999999999
578,13101.0,234,1,101.19
579,13102.0,1,26,6336.29
580,13103.0,40,1,243.94
581,13104.0,3,6,1098.48
582,13106.0,129,2,59.5
583,13107.0,44,5,1524.07
584,13108.0,373,1,350.06
585,13109.0,3,5,766.84
586,13110.0,31,8,1452.8700000000001
587,13113.0,1,39,10510.0
588,13115.0,9,14,2205.63
589,13116.0,117,2,485.19
590,13117.0,22,8,984.91
591,13118.0,20,6,1125.0
592,13120.0,239,1,30.599999999999998
593,13121.0,269,2,254.73
594,13122.0,94,2,922.39
595,13124.0,90,3,3866.33
596,13126.0,5,10,2056.29
597,13127.0,78,1,259.17
598,13130.0,94,1,64.0
599,13131.0,23,4,1039.3
600,13132.0,262,1,77.3
601,13133.0,274,2,109.8
602,13134.0,73,7,1740.63
603,13135.0,197,1,3096.0
604,13136.0,50,11,2545.38
605,13137.0,11,9,3605.08
606,13138.0,22,6,962.39
607,13139.0,16,8,5055.79
608,13140.0,108,3,423.72
609,13141.0,85,6,2385.8
610,13142.0,19,1,307.09
611,13144.0,333,1,110.95
612,13145.0,40,5,614.77
613,13146.0,26,1,228.91
614,13147.0,10,4,712.8000000000001
615,13148.0,29,17,3348.48
616,13149.0,14,4,1676.06
617,13151.0,203,2,1250.3700000000001
618,13153.0,6,1,486.22
619,13154.0,144,1,-611.86
620,13155.0,33,4,971.76
621,13157.0,49,5,1721.57
622,13158.0,95,4,1201.06
623,13159.0,9,5,1379.75
624,13160.0,22,1,91.8
625,13161.0,313,1,112.75
626,13162.0,122,5,1644.99
627,13165.0,46,2,1021.48
628,13166.0,282,2,414.7
629,13167.0,19,4,791.33
630,13168.0,36,5,1310.14
631,13169.0,64,2,712.88
632,13170.0,27,1,116.00999999999999
633,13171.0,8,5,426.81
634,13173.0,4,2,353.65
635,13174.0,16,3,2817.03
636,13176.0,46,1,492.84
637,13177.0,65,1,282.45
638,13178.0,26,11,5725.47
639,13182.0,45,1,121.18
640,13183.0,8,9,3957.78
641,13184.0,15,12,1648.79
642,13185.0,268,1,71.4
643,13186.0,40,5,1539.69
644,13187.0,337,1,236.02
645,13188.0,11,1,114.60000000000001
646,13189.0,19,2,260.68
647,13192.0,95,2,911.94
648,13193.0,61,1,117.88
649,13194.0,136,1,60.7
650,13196.0,11,4,1797.78
651,13198.0,10,8,3384.09
652,13199.0,4,37,9803.96
653,13200.0,19,4,870.09
654,13203.0,10,4,869.46
655,13207.0,15,2,250.26000000000002
656,13208.0,59,6,1205.9
657,13209.0,30,11,5820.16
658,13210.0,94,1,353.48
659,13211.0,10,3,1197.42
660,13212.0,9,4,780.58
661,13213.0,57,6,1518.43
662,13216.0,268,1,333.74
663,13217.0,122,5,133.62
664,13218.0,127,1,62.63999999999999
665,13220.0,78,4,819.2900000000001
666,13221.0,240,2,847.41
667,13223.0,200,2,163.20000000000002
668,13224.0,60,3,2150.85
669,13225.0,3,8,6083.04
670,13226.0,273,1,108.21000000000001
671,13227.0,202,1,257.7
672,13228.0,81,1,358.0
673,13229.0,226,1,160.95
674,13230.0,4,17,2763.41
675,13232.0,13,7,1357.6
676,13233.0,74,2,605.12
677,13235.0,212,2,101.17000000000007
678,13236.0,25,3,727.27
679,13238.0,11,5,680.83
680,13239.0,262,1,329.56
681,13240.0,96,4,663.65
682,13242.0,112,3,270.40000000000003
683,13243.0,203,1,600.07
684,13244.0,93,1,121.74000000000001
685,13245.0,51,1,430.5
686,13246.0,18,7,1922.1
687,13247.0,18,4,501.12
688,13248.0,125,2,465.68
689,13249.0,92,3,711.41
690,13253.0,157,2,1030.4
691,13255.0,4,3,390.66
692,13256.0,14,1,0.0
693,13258.0,12,3,698.58
694,13259.0,62,1,292.32
695,13260.0,61,1,557.62
696,13261.0,269,2,944.1
697,13262.0,263,1,200.29
698,13263.0,1,35,7454.07
699,13265.0,53,5,2107.66
700,13266.0,11,19,3717.67
701,13267.0,3,26,4404.44
702,13268.0,18,15,3167.64
703,13269.0,1,17,5315.92
704,13270.0,366,1,590.0
705,13271.0,37,2,178.26
706,13272.0,31,2,276.56
707,13273.0,113,1,138.98
708,13276.0,64,2,590.9300000000001
709,13277.0,16,4,258.4
710,13278.0,41,1,542.73
711,13279.0,64,2,126.30000000000001
712,13280.0,122,3,814.86
713,13282.0,18,6,1047.8400000000001
714,13283.0,60,2,93.66
715,13284.0,323,2,196.15
716,13285.0,23,4,2709.12
717,13291.0,156,1,361.11
718,13292.0,39,2,578.9399999999999
719,13294.0,190,2,873.74
720,13295.0,360,2,197.95000000000002
721,13296.0,137,1,87.4
722,13297.0,8,4,2089.85
723,13298.0,1,1,360.0
724,13299.0,268,1,142.5
725,13300.0,165,2,365.29
726,13301.0,104,4,618.09
727,13302.0,155,1,63.75
728,13304.0,351,1,300.42
729,13305.0,4,10,2000.86
730,13307.0,120,1,15.0
731,13308.0,23,4,1367.6100000000001
732,13309.0,7,5,1456.79
733,13310.0,9,6,1083.63
734,13311.0,4,2,598.57
735,13313.0,22,5,1555.32
736,13314.0,2,4,578.66
737,13316.0,37,5,5815.49
738,13317.0,64,8,2140.07
739,13318.0,1,3,640.76
740,13319.0,5,35,10664.34
741,13320.0,70,6,1491.7
742,13321.0,72,2,567.36
743,13322.0,17,1,199.48000000000002
744,13323.0,3,5,787.85
745,13324.0,32,12,7072.8
746,13325.0,82,1,675.3
747,13327.0,39,9,3617.57
748,13328.0,316,1,1308.48
749,13329.0,32,4,740.4
750,13330.0,93,3,1140.93
751,13332.0,14,1,350.9
752,13334.0,82,3,3536.82
753,13336.0,77,1,795.12
754,13338.0,154,3,431.82
755,13339.0,201,1,860.12
756,13340.0,45,7,10736.48
757,13341.0,261,1,775.85
758,13343.0,173,2,303.93
759,13344.0,68,3,2543.72
760,13345.0,277,2,377.6
761,13347.0,70,1,341.36
762,13348.0,64,1,233.76
763,13349.0,11,1,247.32
764,13350.0,16,3,910.72
765,13351.0,66,1,373.94
766,13352.0,8,2,389.28
767,13354.0,71,1,743.53
768,13355.0,122,1,674.7
769,13356.0,80,1,768.24
770,13357.0,257,1,609.95
771,13358.0,269,1,439.03
772,13359.0,59,2,431.26
773,13362.0,3,5,3085.4900000000002
774,13363.0,18,2,992.5
775,13364.0,67,2,0.0
776,13365.0,9,3,2191.22
777,13366.0,50,1,56.160000000000004
778,13368.0,257,2,623.4
779,13369.0,354,2,263.75
780,13370.0,366,2,721.32
781,13372.0,90,1,378.64
782,13373.0,61,3,3312.25
783,13375.0,81,2,772.9
784,13376.0,99,3,1019.76
785,13379.0,26,3,572.56
786,13381.0,21,7,3626.81
787,13382.0,281,1,222.99
788,13384.0,31,9,4122.28
789,13385.0,330,1,534.57
790,13388.0,121,2,627.15
791,13389.0,11,3,797.96
792,13390.0,75,1,544.08
793,13391.0,204,1,59.8
794,13394.0,2,10,2312.8
795,13395.0,185,1,307.72
796,13396.0,22,4,1325.29
797,13397.0,73,6,1539.18
798,13398.0,192,1,457.34
799,13402.0,127,2,621.23
800,13403.0,18,1,75.0
801,13404.0,1,2,252.49
802,13405.0,74,3,572.451
803,13408.0,2,77,27487.41
804,13410.0,9,7,988.91
805,13411.0,107,1,213.55
806,13414.0,134,3,1390.5
807,13416.0,44,2,712.5
808,13417.0,5,2,640.83
809,13418.0,12,23,5845.44
810,13419.0,64,1,221.06
811,13420.0,135,4,140.35
812,13421.0,40,3,1848.98
813,13422.0,51,2,2601.55
814,13425.0,108,3,1624.21
815,13426.0,1,12,3550.7000000000003
816,13427.0,19,3,582.6
817,13428.0,10,1,218.47
818,13429.0,11,4,1006.8
819,13430.0,19,4,648.6899999999999
820,13431.0,67,2,1269.1
821,13434.0,74,2,534.24
822,13435.0,5,9,3794.4900000000002
823,13436.0,2,1,196.89
824,13437.0,14,7,3408.06
825,13439.0,255,1,283.71
826,13441.0,92,1,296.64
827,13447.0,23,4,1104.23
828,13448.0,17,10,3465.67
829,13449.0,24,1,291.88
830,13450.0,27,6,2043.7199999999998
831,13451.0,26,6,2916.45
832,13452.0,259,2,590.0
833,13453.0,166,2,356.97999999999996
834,13455.0,25,4,1007.35
835,13456.0,18,7,1737.8200000000002
836,13458.0,7,22,9537.92
837,13460.0,29,2,183.44
838,13461.0,39,3,1445.0
839,13462.0,183,2,143.25
840,13464.0,58,1,674.68
841,13466.0,100,2,297.95
842,13467.0,11,2,1083.71
843,13468.0,2,41,5656.75
844,13470.0,99,2,165.0
845,13471.0,1,4,2531.58
846,13473.0,61,3,417.54
847,13474.0,236,1,229.59
848,13475.0,191,4,1431.78
849,13476.0,179,4,1092.77
850,13477.0,38,8,1441.53
851,13479.0,198,3,291.0
852,13481.0,46,8,1776.81
853,13482.0,232,1,184.64
854,13483.0,66,1,140.34
855,13484.0,241,1,313.8
856,13485.0,233,1,454.24
857,13486.0,78,3,1122.41
858,13487.0,58,3,575.4
859,13488.0,17,17,8910.61
860,13489.0,105,4,449.52
861,13491.0,52,10,1215.82
862,13492.0,136,3,1269.84
863,13493.0,275,2,618.63
864,13494.0,312,1,316.26000000000005
865,13495.0,8,6,1990.1200000000001
866,13496.0,11,3,617.93
867,13497.0,283,3,321.05
868,13499.0,18,7,1146.96
869,13500.0,23,4,1136.77
870,13501.0,243,2,1310.47
871,13502.0,17,3,292.0
872,13503.0,71,1,216.85
873,13504.0,64,1,295.93
874,13505.0,68,8,4282.88
875,13506.0,312,3,452.82
876,13507.0,3,4,2479.16
877,13508.0,244,1,110.97
